MES_83	MES_326	MES_1123	PN_19	PN_157	PN_528
ENSG00000103507.13	562	573	677	1267	675	658
ENSG00000103510.19	1161	826	1025	1204	914	924
ENSG00000103512.14	953	1134	984	5468	4379	3502
ENSG00000103522.15	10	1	6	1	0	1
ENSG00000103528.16	93	54	246	1105	944	2
ENSG00000103534.16	0	0	0	0	0	0
ENSG00000103540.16	1605	1978	1682	2286	2674	1948
ENSG00000103544.14	41	26	29	1598	1251	1281
ENSG00000103546.18	0	0	0	0	1	0
ENSG00000103549.21	1951	1353	1711	3163	1593	1421
ENSG00000103550.13	1047	1228	1125	2190	1531	2249
ENSG00000103569.9	0	0	0	0	0	0
ENSG00000103591.12	1435	1974	1523	1662	1283	1500
ENSG00000103599.19	76	106	179	86	116	57
ENSG00000103642.11	878	1103	893	427	594	794
ENSG00000103647.12	121	41	307	5839	2834	704
ENSG00000103653.16	957	629	738	1369	839	996
ENSG00000103657.13	1957	1765	1484	2131	2154	1552
ENSG00000103671.9	282	276	157	722	615	629
ENSG00000103707.9	298	336	346	367	301	396
ENSG00000103710.10	0	1	0	0	1	0
ENSG00000103723.12	0	1	1	55	26	3
ENSG00000103740.9	4	0	8	3470	4685	64
ENSG00000103742.11	14	13	22	915	1193	12
ENSG00000103769.9	4077	4465	3117	4938	5411	3676
ENSG00000103811.15	1	0	8	7	13	14
ENSG00000103832.10	14	9	12	2	4	3
ENSG00000103852.12	748	685	722	656	742	562
ENSG00000103855.17	1872	1195	1595	8896	5043	674
ENSG00000103876.11	465	473	682	148	80	534
ENSG00000103888.16	11	4	21	7067	2049	0
ENSG00000103932.11	799	498	653	1090	693	638
ENSG00000103942.12	1797	1581	2228	544	535	103
ENSG00000103966.10	2991	2043	1812	2611	1760	1435
ENSG00000103978.15	1469	1600	1018	2691	2234	2244
ENSG00000103994.16	2894	3253	2425	2920	2817	3221
ENSG00000103995.13	2282	2487	1778	951	1292	1466
ENSG00000104043.14	0	1	2	0	0	1
ENSG00000104044.15	3	1	1	0	0	12
ENSG00000104047.14	667	1011	928	681	879	599
ENSG00000104055.15	0	0	0	9	0	0
ENSG00000104059.4	14	25	9	292	234	0
ENSG00000104064.16	864	949	953	1947	1880	1175
ENSG00000104067.16	2271	2639	2336	8933	11357	3254
ENSG00000104081.13	16	6	24	163	106	553
ENSG00000104093.13	2636	2727	2431	2193	2951	3366
ENSG00000104112.8	0	0	0	55	15	8
ENSG00000104129.9	679	635	578	696	487	339
ENSG00000104131.12	3926	4749	3510	2862	3072	3594
ENSG00000104133.14	1654	2186	1974	1809	2173	2064
ENSG00000104140.6	107	119	111	9	3	14
ENSG00000104142.10	376	305	320	833	355	361
ENSG00000104147.8	464	424	344	258	176	365
ENSG00000104154.6	193	172	249	298	413	310
ENSG00000104164.10	1760	2368	1637	2618	2581	3640
ENSG00000104177.17	1838	2368	1576	9056	11042	5353
ENSG00000104205.12	90	178	131	25	19	1181
ENSG00000104213.12	213	272	355	59	85	9
ENSG00000104218.14	1034	1630	1006	574	599	584
ENSG00000104219.12	1102	1963	1667	963	1131	627
ENSG00000104221.12	254	216	176	430	230	187
ENSG00000104228.12	234	229	282	598	332	339
ENSG00000104231.10	2642	3915	3032	505	768	695
ENSG00000104237.7	0	0	2	0	0	1
ENSG00000104267.9	49	26	178	786	484	49
ENSG00000104290.10	390	567	505	3573	2399	646
ENSG00000104299.14	217	324	359	858	570	379
ENSG00000104312.7	1357	2036	1060	473	375	616
ENSG00000104313.17	0	0	0	36	3	519
ENSG00000104320.13	3172	4487	2775	2337	2042	1789
ENSG00000104321.10	0	0	0	0	1	0
ENSG00000104324.15	335	534	389	0	106	0
ENSG00000104325.6	2143	2832	2318	1992	1558	884
ENSG00000104327.7	0	0	1	14	1	0
ENSG00000104331.8	5597	9783	5480	5896	5573	5756
ENSG00000104332.11	0	0	0	1	0	4229
ENSG00000104341.16	6233	8142	5955	7999	6660	6345
ENSG00000104343.19	1482	2532	1284	837	1031	633
ENSG00000104356.10	637	1341	1258	700	528	821
ENSG00000104361.9	492	659	423	1	3	0
ENSG00000104365.13	1199	1227	1792	1255	1400	1064
ENSG00000104368.17	4217	3641	6832	2499	3200	940
ENSG00000104369.4	313	443	589	20	33	283
ENSG00000104371.4	0	0	0	0	0	0
ENSG00000104375.15	1879	2815	1682	580	708	505
ENSG00000104381.12	114	223	241	301	294	623
ENSG00000104388.14	4913	6906	4084	3686	3600	2214
ENSG00000104408.9	23442	32760	23499	4623	6240	6459
ENSG00000104412.7	2116	2871	1876	756	919	860
ENSG00000104413.15	1	2	0	0	0	165
ENSG00000104415.13	0	1	1	2708	2915	8
ENSG00000104419.14	9445	4700	2734	6239	3086	349
ENSG00000104427.11	611	924	776	803	1038	222
ENSG00000104432.13	193	468	297	2	4	1
ENSG00000104435.13	5	0	0	0	0	0
ENSG00000104442.9	3040	4350	3047	1751	1775	1546
ENSG00000104447.12	1050	1575	953	1386	1886	185
ENSG00000104450.12	901	1759	1269	76	45	34
ENSG00000104472.9	2030	2496	1655	1227	883	628
ENSG00000104490.17	0	4	0	1842	1025	225
ENSG00000104497.13	471	797	561	199	248	157
ENSG00000104499.6	0	0	0	0	0	0
ENSG00000104517.12	8947	10546	6472	6118	7194	3836
ENSG00000104518.10	925	383	306	48	16	60
ENSG00000104522.15	580	470	300	709	356	287
ENSG00000104524.13	88	75	55	165	46	51
ENSG00000104529.17	5282	3520	2230	4688	2673	1818
ENSG00000104537.16	0	0	1	0	0	2
ENSG00000104549.11	25975	27908	21430	4357	2846	5769
ENSG00000104611.11	319	511	652	57	164	6
ENSG00000104613.11	1819	2263	2150	2337	2967	1745
ENSG00000104626.14	764	1297	1251	1693	1778	665
ENSG00000104635.13	1908	2518	2839	1704	1641	2245
ENSG00000104643.9	587	885	773	1010	1086	702
ENSG00000104660.17	761	1154	888	7185	6119	2291
ENSG00000104671.7	394	526	482	906	729	429
ENSG00000104679.10	357	338	373	839	381	272
ENSG00000104687.12	1814	2911	3029	2374	1878	1982
ENSG00000104689.9	596	909	795	0	0	0
ENSG00000104691.14	195	283	411	544	465	445
ENSG00000104695.12	1718	2744	2103	5304	4915	2188
ENSG00000104714.13	250	262	400	289	366	308
ENSG00000104722.13	0	0	0	0	0	0
ENSG00000104723.20	1569	1905	2007	1	2	1
ENSG00000104728.15	171	198	200	58	77	83
ENSG00000104731.13	634	505	743	763	518	780
ENSG00000104738.16	6773	9441	7388	7528	5150	4831
ENSG00000104755.14	0	0	0	0	0	0
ENSG00000104756.15	800	1354	1177	896	905	1146
ENSG00000104760.16	1	0	0	1	0	0
ENSG00000104763.18	1115	1504	1390	3211	3238	1353
ENSG00000104765.15	4601	6978	3584	7918	9559	1848
ENSG00000104774.12	980	622	893	944	608	400
ENSG00000104783.11	378	239	85	86	56	220
ENSG00000104804.7	3	3	5	0	1	0
ENSG00000104805.15	3281	2219	1769	4335	2704	1159
ENSG00000104808.7	38	18	20	0	2	4
ENSG00000104812.14	1064	962	654	1857	1067	854
ENSG00000104814.12	12	9	9	8	6	16
ENSG00000104818.14	40	22	32	0	0	0
ENSG00000104823.8	651	268	300	463	350	292
ENSG00000104824.16	3191	3032	2335	4828	3172	4619
ENSG00000104825.16	176	163	122	374	233	446
ENSG00000104826.12	0	1	1	0	0	0
ENSG00000104827.12	0	0	0	0	0	0
ENSG00000104833.11	421	315	503	471	429	4485
ENSG00000104835.14	53	42	45	58	32	50
ENSG00000104848.1	0	0	0	1	0	0
ENSG00000104852.14	4366	3534	2486	5043	3656	3369
ENSG00000104853.15	1750	1276	1024	2964	1677	897
ENSG00000104856.13	293	146	162	90	93	15
ENSG00000104859.14	1207	842	623	935	661	667
ENSG00000104863.11	152	77	57	50	44	27
ENSG00000104866.10	425	153	162	350	244	113
ENSG00000104870.12	6	2	2	767	425	150
ENSG00000104872.10	1319	971	896	1777	859	894
ENSG00000104879.4	0	0	1	0	0	0
ENSG00000104880.17	68	52	54	60	42	27
ENSG00000104881.15	1237	561	479	31	67	12
ENSG00000104883.7	19	6	37	5	12	24
ENSG00000104884.14	1581	918	1000	948	684	632
ENSG00000104885.17	1378	622	959	1017	903	859
ENSG00000104886.11	500	249	373	851	469	427
ENSG00000104888.9	364	196	226	21	57	4
ENSG00000104889.5	1204	952	1161	1299	510	676
ENSG00000104892.16	24	11	30	0	0	0
ENSG00000104894.11	0	0	0	0	0	0
ENSG00000104897.9	1275	527	889	661	599	679
ENSG00000104899.7	77	4	22	97	78	45
ENSG00000104901.6	79	46	48	40	34	1
ENSG00000104903.4	0	0	0	0	0	0
ENSG00000104904.12	6590	5660	4912	4946	2778	2783
ENSG00000104907.12	769	514	706	486	299	330
ENSG00000104915.14	1276	621	1048	851	533	489
ENSG00000104918.7	0	0	0	0	0	0
ENSG00000104921.14	2	1	7	0	0	0
ENSG00000104936.17	376	130	138	490	312	177
ENSG00000104938.16	0	0	0	0	0	1
ENSG00000104941.7	1	0	1	0	0	0
ENSG00000104946.12	861	504	463	748	570	337
ENSG00000104951.15	0	0	0	1	2	2
ENSG00000104953.19	63	54	110	205	141	27
ENSG00000104957.13	587	359	494	602	586	280
ENSG00000104960.15	2389	1248	1185	3312	2061	1164
ENSG00000104964.14	4676	2891	3864	7210	4949	2806
ENSG00000104967.6	426	394	404	1132	1014	165
ENSG00000104969.9	1609	721	1016	1571	915	2201
ENSG00000104970.10	0	0	1	0	0	0
ENSG00000104972.15	0	0	0	0	0	0
ENSG00000104973.16	488	277	264	367	336	275
ENSG00000104974.11	0	0	0	0	0	0
ENSG00000104976.11	554	196	435	313	177	69
ENSG00000104979.8	1729	1102	1603	1275	653	581
ENSG00000104980.7	1596	1208	1527	876	502	671
ENSG00000104983.8	158	77	85	112	75	155
ENSG00000104998.3	624	520	791	233	244	22
ENSG00000105011.8	659	587	818	2171	875	769
ENSG00000105048.16	1574	1272	1374	4	4	15
ENSG00000105053.10	533	478	398	922	634	523
ENSG00000105058.11	1244	1178	1237	2455	1593	1538
ENSG00000105063.18	1657	1017	900	1398	780	890
ENSG00000105072.8	196	197	268	145	173	105
ENSG00000105085.10	139	115	113	159	125	88
ENSG00000105088.8	89	29	133	1430	872	132
ENSG00000105122.12	0	0	0	0	1	0
ENSG00000105127.8	756	633	764	1195	853	606
ENSG00000105131.7	2	2	1	6	4	2
ENSG00000105135.15	1286	561	844	663	383	303
ENSG00000105136.20	870	768	486	684	847	357
ENSG00000105137.12	838	484	673	853	300	108
ENSG00000105141.5	1	0	0	0	0	0
ENSG00000105143.12	0	0	0	0	0	0
ENSG00000105146.12	31	29	15	35	31	9
ENSG00000105171.9	3282	2946	3606	651	449	587
ENSG00000105173.13	816	1161	1488	423	224	680
ENSG00000105176.17	16148	18648	21460	2186	2398	3195
ENSG00000105185.11	9266	8486	10153	1119	1222	1580
ENSG00000105186.15	10958	8649	13041	795	900	935
ENSG00000105193.8	10164	6446	5556	7503	4275	7163
ENSG00000105197.10	1403	1098	977	1910	1042	1142
ENSG00000105198.10	0	0	0	0	0	0
ENSG00000105202.8	6326	5640	4000	5606	2988	4390
ENSG00000105204.13	23	10	13	179	130	146
ENSG00000105205.6	0	0	0	0	0	0
ENSG00000105219.8	1	0	1	11	9	0
ENSG00000105220.14	8965	7396	5076	5805	4824	4416
ENSG00000105221.16	3395	2051	1662	5711	3777	1732
ENSG00000105223.19	1973	1023	907	2579	1774	646
ENSG00000105227.14	455	263	174	66	67	10
ENSG00000105229.6	422	227	313	294	203	197
ENSG00000105245.9	611	392	381	343	302	152
ENSG00000105246.5	1	2	4	1	1	0
ENSG00000105248.15	311	210	307	411	146	267
ENSG00000105251.10	3	0	2	152	226	0
ENSG00000105254.11	1154	821	595	1916	889	743
ENSG00000105255.10	497	336	559	511	431	467
ENSG00000105258.8	312	249	227	579	260	263
ENSG00000105261.7	0	0	0	0	0	1
ENSG00000105270.14	20	22	10	1796	1647	302
ENSG00000105278.10	1	1	1	0	0	5
ENSG00000105281.12	8700	5946	4166	897	787	1649
ENSG00000105287.12	660	338	341	449	354	217
ENSG00000105289.14	40	5	47	0	1	1
ENSG00000105290.11	979	710	621	634	360	521
ENSG00000105298.13	530	245	362	340	242	181
ENSG00000105321.12	520	284	236	275	182	108
ENSG00000105323.16	5829	5209	4176	9485	6433	6698
ENSG00000105325.13	778	332	505	807	478	324
ENSG00000105327.17	435	103	110	82	91	16
ENSG00000105329.9	1584	795	799	676	483	30
ENSG00000105339.10	2352	1782	1215	268	354	47
ENSG00000105341.18	1135	705	740	1230	669	553
ENSG00000105352.10	0	0	0	0	0	0
ENSG00000105355.8	124	48	71	1744	788	235
ENSG00000105357.15	468	170	306	488	395	646
ENSG00000105364.13	1335	529	841	544	252	325
ENSG00000105366.15	0	0	0	0	0	0
ENSG00000105369.9	0	0	1	1	2	0
ENSG00000105370.7	0	0	0	0	0	0
ENSG00000105371.8	0	1	0	0	0	0
ENSG00000105372.6	10638	6815	6709	10501	5310	4579
ENSG00000105373.18	5955	2197	2258	1045	820	759
ENSG00000105374.9	0	0	0	0	0	0
ENSG00000105376.4	1709	528	553	30	104	16
ENSG00000105379.9	249	142	202	227	140	263
ENSG00000105383.14	2	1	0	1	0	1
ENSG00000105388.15	2	0	0	0	0	0
ENSG00000105392.15	1	1	0	0	0	0
ENSG00000105393.15	263	221	284	404	244	183
ENSG00000105397.13	1910	963	1442	1015	673	728
ENSG00000105398.3	0	0	0	0	0	0
ENSG00000105401.8	2432	1642	2124	2385	1726	1873
ENSG00000105402.7	363	293	226	1015	448	614
ENSG00000105404.10	765	272	237	392	227	129
ENSG00000105409.16	531	308	378	4	3	8
ENSG00000105419.17	269	129	262	1361	1323	162
ENSG00000105426.16	934	535	871	1373	1412	951
ENSG00000105427.9	20	6	5	0	0	0
ENSG00000105428.5	0	0	0	0	0	0
ENSG00000105429.12	522	446	301	3446	2528	800
ENSG00000105438.8	4433	4002	2717	5888	4397	1658
ENSG00000105443.13	2059	1581	1142	3061	2015	1214
ENSG00000105447.12	833	540	536	1275	470	603
ENSG00000105464.3	38	19	29	362	433	2
ENSG00000105467.8	2	0	1	6	5	0
ENSG00000105472.12	26	11	18	12	3	5
ENSG00000105479.15	49	25	36	5	8	4
ENSG00000105483.17	991	793	1035	2287	2189	907
ENSG00000105486.13	1962	1559	1517	1803	1082	912
ENSG00000105492.15	0	0	0	0	0	0
ENSG00000105497.7	392	419	263	511	700	428
ENSG00000105499.13	78	48	62	63	131	2
ENSG00000105501.12	0	0	0	0	0	0
ENSG00000105507.2	0	0	0	0	0	0
ENSG00000105509.10	0	0	0	0	0	0
ENSG00000105514.7	357	327	538	280	272	155
ENSG00000105516.10	174	90	90	334	349	193
ENSG00000105518.13	516	405	411	482	273	105
ENSG00000105519.15	77	49	34	174	272	51
ENSG00000105520.10	574	365	516	843	571	142
ENSG00000105523.3	1	0	0	4	1	3
ENSG00000105538.9	15	2	11	11	10	5
ENSG00000105549.10	0	0	0	0	0	0
ENSG00000105550.8	0	1	0	0	0	0
ENSG00000105552.14	1197	777	636	1536	507	351
ENSG00000105556.11	680	338	395	442	288	145
ENSG00000105559.11	130	68	46	793	809	741
ENSG00000105568.17	6043	3928	3285	8645	4328	3210
ENSG00000105576.15	1523	1305	1787	6857	5018	2517
ENSG00000105583.9	641	456	546	1180	516	398
ENSG00000105605.7	102	27	117	1365	1830	0
ENSG00000105607.12	287	197	323	452	204	323
ENSG00000105609.16	0	1	1	0	0	0
ENSG00000105610.4	1	0	0	0	2	3
ENSG00000105612.8	1193	884	892	815	699	208
ENSG00000105613.9	361	176	368	322	350	199
ENSG00000105617.3	179	155	175	212	131	95
ENSG00000105618.13	1135	781	941	1262	730	877
ENSG00000105619.13	155	89	165	350	185	121
ENSG00000105639.18	177	126	199	7	53	5
ENSG00000105640.12	1440	918	1174	808	463	573
ENSG00000105641.3	5	1	17	0	1	0
ENSG00000105642.15	221	103	172	12	35	5
ENSG00000105643.9	335	291	327	155	216	36
ENSG00000105647.16	1	2	4	1	0	2
ENSG00000105649.9	128	57	87	134	210	129
ENSG00000105650.21	64	38	99	26	19	70
ENSG00000105655.18	1322	481	949	429	355	152
ENSG00000105656.12	549	261	357	154	136	89
ENSG00000105662.15	150	39	98	139	143	63
ENSG00000105664.10	1	0	1	0	1	0
ENSG00000105668.7	33	23	17	1	0	1
ENSG00000105669.13	788	285	425	513	303	196
ENSG00000105671.11	579	369	513	711	294	332
ENSG00000105672.14	3	1	3	8	4	1
ENSG00000105675.8	0	0	1	0	0	0
ENSG00000105676.13	654	326	525	679	261	373
ENSG00000105677.11	1310	1143	911	1261	574	477
ENSG00000105679.8	0	0	0	0	0	0
ENSG00000105694.3	0	1	0	0	0	0
ENSG00000105695.14	0	0	0	0	0	117
ENSG00000105696.8	719	181	583	52	157	0
ENSG00000105697.7	0	0	0	0	0	0
ENSG00000105698.15	1412	925	749	1270	753	808
ENSG00000105699.16	192	103	142	7	1	7
ENSG00000105700.10	2394	1896	1970	2722	1893	1125
ENSG00000105701.15	4365	1468	2050	1919	1164	826
ENSG00000105705.15	442	356	486	905	644	470
ENSG00000105707.13	0	0	0	8	2	8
ENSG00000105708.8	206	267	242	195	332	203
ENSG00000105711.11	331	207	212	1102	605	103
ENSG00000105717.13	63	42	42	22	67	11
ENSG00000105722.9	959	557	412	1387	953	871
ENSG00000105723.11	752	695	461	1496	842	548
ENSG00000105726.16	1241	634	883	997	504	506
ENSG00000105732.12	315	174	141	274	138	109
ENSG00000105737.9	6	3	13	3	3	8
ENSG00000105738.10	2061	1211	1215	777	535	201
ENSG00000105750.14	2	0	0	560	543	310
ENSG00000105755.7	454	301	252	342	203	175
ENSG00000105767.2	596	328	402	11935	8437	2521
ENSG00000105771.13	2375	1498	1052	1516	887	909
ENSG00000105778.18	763	897	967	3561	4631	2816
ENSG00000105784.15	93	218	145	2	6	0
ENSG00000105792.19	105	129	103	47	54	5
ENSG00000105793.15	397	606	652	869	907	1413
ENSG00000105808.17	21	12	32	127	190	19
ENSG00000105810.9	1694	2739	2478	19138	21825	1429
ENSG00000105819.13	2709	2669	2444	3597	3673	4088
ENSG00000105821.14	2198	2590	2135	1917	2153	2372
ENSG00000105825.11	3811	5121	5092	1303	316	13
ENSG00000105829.11	1520	1609	1330	1168	1242	775
ENSG00000105835.11	3150	3648	2202	1405	3156	3382
ENSG00000105849.5	1054	1605	1762	1598	1645	3140
ENSG00000105851.10	5	26	4	0	1	0
ENSG00000105852.10	0	0	0	1	0	1
ENSG00000105854.12	2430	3645	2839	11165	10622	2712
ENSG00000105855.9	250	288	294	5441	7314	1831
ENSG00000105856.13	1910	1770	1292	2886	4520	1748
ENSG00000105865.10	486	507	633	486	645	493
ENSG00000105866.13	537	670	778	1324	1163	1263
ENSG00000105875.13	256	240	318	1404	1213	692
ENSG00000105877.17	1	3	1	242	208	60
ENSG00000105879.11	1158	1415	1341	2066	2220	1578
ENSG00000105880.4	1	0	0	0	1	445
ENSG00000105887.10	4831	5332	5490	15150	15453	10675
ENSG00000105889.14	440	619	836	4	4	0
ENSG00000105894.11	403	148	98	57019	68352	17512
ENSG00000105926.15	847	1421	1451	910	1005	2066
ENSG00000105928.13	1403	1150	1419	2368	1713	60
ENSG00000105929.15	1	4	0	0	0	197
ENSG00000105939.12	1263	1542	1542	1854	1662	4340
ENSG00000105948.13	364	472	566	844	863	634
ENSG00000105953.14	1441	1179	1410	6104	3604	2528
ENSG00000105954.2	0	0	0	0	0	0
ENSG00000105963.13	39	11	23	3	10	5
ENSG00000105967.15	0	1	1	1	0	0
ENSG00000105968.18	3175	2998	2274	14980	13014	7128
ENSG00000105971.14	2721	3444	2366	772	496	178
ENSG00000105974.11	2807	3496	2419	5153	337	46
ENSG00000105976.14	1886	2109	2365	28	20	130
ENSG00000105982.16	77	72	153	26	20	0
ENSG00000105983.20	933	1324	1535	5623	6269	2914
ENSG00000105988.6	413	370	315	262	110	225
ENSG00000105989.8	0	0	0	0	0	1
ENSG00000105991.7	64	91	91	60	68	0
ENSG00000105993.14	2537	2476	2767	4797	4261	2277
ENSG00000105996.6	5	3	9	383	404	0
ENSG00000105997.22	50	44	41	300	329	1
ENSG00000106003.12	28	16	42	2032	575	2
ENSG00000106004.4	48	44	57	222	217	1
ENSG00000106006.6	16	10	11	19	32	0
ENSG00000106009.15	1297	474	992	840	687	274
ENSG00000106012.17	406	361	608	898	730	85
ENSG00000106013.14	1	1	0	46	62	158
ENSG00000106018.13	0	0	0	0	0	0
ENSG00000106025.8	44	146	178	2296	2674	659
ENSG00000106028.10	3108	3435	3182	5063	3974	5559
ENSG00000106031.7	93	139	106	197	218	77
ENSG00000106034.17	2565	3975	2371	25	54	1301
ENSG00000106038.12	0	0	0	8	3	0
ENSG00000106049.8	733	846	731	2456	2701	2148
ENSG00000106052.13	2391	3148	2516	6245	6925	3698
ENSG00000106066.14	13	2	1	1105	866	10
ENSG00000106069.21	0	1	1	261	159	3223
ENSG00000106070.17	529	328	679	13867	9815	2967
ENSG00000106077.18	55	68	170	774	459	257
ENSG00000106078.17	192	107	293	48	81	2702
ENSG00000106080.10	797	1162	881	2710	3336	1432
ENSG00000106086.18	749	970	843	2525	4095	1591
ENSG00000106089.11	100	123	84	326	339	95
ENSG00000106100.10	229	171	228	715	526	147
ENSG00000106105.13	5686	6659	6360	8776	7435	6382
ENSG00000106113.18	0	0	0	0	0	0
ENSG00000106123.11	44	0	123	3	4	0
ENSG00000106125.14	3	4	7	1	0	9
ENSG00000106128.18	0	0	1	2	0	0
ENSG00000106133.17	123	111	255	652	698	729
ENSG00000106144.19	621	612	854	3545	2190	2497
ENSG00000106153.12	4307	2775	2694	11450	4955	4054
ENSG00000106178.6	0	0	0	0	0	0
ENSG00000106211.8	448	180	447	993	636	312
ENSG00000106236.3	900	487	958	100	91	0
ENSG00000106244.12	3184	2553	2803	6264	4354	4043
ENSG00000106245.10	1612	1737	1629	3849	2675	1715
ENSG00000106246.17	55	38	49	161	84	90
ENSG00000106258.13	1	0	0	0	1	0
ENSG00000106261.16	2655	2918	3246	8538	11972	15339
ENSG00000106263.17	10372	10639	10734	11597	6898	8710
ENSG00000106266.10	775	488	965	931	453	286
ENSG00000106268.15	780	613	787	1083	499	274
ENSG00000106278.11	101	129	90	199305	230439	45912
ENSG00000106290.14	1246	871	1301	3930	2288	1269
ENSG00000106299.7	2018	2633	2099	3962	4674	2836
ENSG00000106302.9	0	0	0	0	0	0
ENSG00000106304.15	0	0	0	0	0	0
ENSG00000106305.9	924	865	1162	1772	856	871
ENSG00000106327.12	59	42	90	233	137	28
ENSG00000106328.9	3	1	4	12	6	6
ENSG00000106330.11	248	169	163	423	255	148
ENSG00000106331.15	0	0	0	0	0	0
ENSG00000106333.12	293	186	241	308	247	165
ENSG00000106336.12	93	70	98	31	51	17
ENSG00000106341.10	0	0	0	0	0	0
ENSG00000106344.8	1617	1981	2127	2903	2765	3069
ENSG00000106346.11	654	758	822	1273	1352	794
ENSG00000106348.16	1929	1086	1473	1486	843	842
ENSG00000106351.12	170	108	143	552	364	207
ENSG00000106355.9	1118	1243	1164	3420	2595	2466
ENSG00000106366.8	10267	20095	4900	1217	790	12
ENSG00000106367.13	2275	1677	2079	4877	3213	2047
ENSG00000106384.10	0	1	0	0	0	0
ENSG00000106392.10	1427	2675	1989	1197	1347	1301
ENSG00000106397.11	1499	840	1106	4172	3092	4046
ENSG00000106399.11	1979	2234	2322	2546	1460	1528
ENSG00000106400.11	1087	564	782	1733	1173	1138
ENSG00000106404.13	335	187	279	418	388	1405
ENSG00000106410.14	0	0	0	0	0	0
ENSG00000106415.12	670	878	647	2786	5282	2348
ENSG00000106436.4	2	5	0	0	0	0
ENSG00000106443.15	2390	3605	3075	3616	3708	3467
ENSG00000106459.14	480	517	487	1096	790	609
ENSG00000106460.18	4104	6334	5146	7815	10203	3523
ENSG00000106462.10	2399	2303	2626	6433	5604	7465
ENSG00000106477.18	217	277	284	2446	2335	1569
ENSG00000106479.10	711	478	724	2083	2311	374
ENSG00000106483.11	0	0	0	29	13	2
ENSG00000106484.14	1	1	2	5049	5128	64
ENSG00000106511.5	0	2	0	741	1104	9
ENSG00000106524.8	1316	1582	1433	972	1150	992
ENSG00000106526.10	0	0	0	3	3	30
ENSG00000106536.19	0	0	1	0	0	9
ENSG00000106537.7	477	680	770	358	333	483
ENSG00000106538.9	0	0	0	0	0	1
ENSG00000106540.4	0	0	0	0	0	0
ENSG00000106541.11	0	1	0	0	0	0
ENSG00000106546.12	265	452	378	859	1483	340
ENSG00000106554.11	2015	2207	2266	3997	3327	3133
ENSG00000106560.10	44	28	3	299	365	84
ENSG00000106565.17	0	0	0	176	90	92
ENSG00000106571.12	461	563	490	2703	2282	4938
ENSG00000106588.10	121	133	89	372	446	355
ENSG00000106591.3	1334	1710	1466	2984	3713	2929
ENSG00000106603.18	1756	1839	1657	4528	3465	3139
ENSG00000106605.10	1257	1239	1103	3215	2070	840
ENSG00000106608.16	572	419	443	1382	885	540
ENSG00000106609.16	4793	5230	4850	7588	7358	2834
ENSG00000106610.14	755	962	903	1027	909	608
ENSG00000106615.9	1510	1341	1128	2173	2147	1457
ENSG00000106617.13	2072	2362	1880	230	426	66
ENSG00000106624.10	1	4	4	6287	5437	904
ENSG00000106628.10	3695	2594	3076	6129	2786	3095
ENSG00000106631.8	0	0	0	0	0	0
ENSG00000106633.15	0	0	0	2	4	1
ENSG00000106635.7	151	194	277	2815	1151	686
ENSG00000106636.7	1752	1807	1307	10043	4793	2984
ENSG00000106638.15	411	378	528	1871	1202	797
ENSG00000106648.13	0	0	1	0	0	0
ENSG00000106665.15	444	224	550	4449	3862	675
ENSG00000106682.14	3216	3485	4641	15000	11859	10081
ENSG00000106683.14	231	198	339	3316	2314	361
ENSG00000106686.16	41	65	72	19	21	36
ENSG00000106688.11	703	954	766	144	219	7934
ENSG00000106689.10	260	228	420	771	691	584
ENSG00000106692.13	1644	1944	2294	2683	3446	1628
ENSG00000106701.11	393	557	609	692	778	949
ENSG00000106714.17	164	308	200	341	149	45
ENSG00000106723.16	2370	2818	3492	3916	3514	3487
ENSG00000106733.20	460	463	563	3	2	442
ENSG00000106771.12	2777	3734	3417	4137	4242	2169
ENSG00000106772.17	866	815	43	347	190	985
ENSG00000106780.8	796	914	876	3358	3689	6451
ENSG00000106785.14	1263	1118	1914	1283	1029	837
ENSG00000106789.12	488	300	687	69	135	882
ENSG00000106799.12	1040	1079	1271	5021	4021	4251
ENSG00000106803.9	1952	1463	1891	2269	1362	1425
ENSG00000106804.7	251	175	605	2454	2592	204
ENSG00000106809.10	0	0	0	0	0	0
ENSG00000106819.11	0	0	0	2	0	0
ENSG00000106823.12	0	4	4	11	4	1
ENSG00000106829.18	671	518	1864	3117	3347	3231
ENSG00000106852.15	17	20	31	480	230	1
ENSG00000106853.18	1018	1155	1097	133	220	773
ENSG00000106868.16	78	117	120	2154	1406	191
ENSG00000106927.11	0	0	1	1	0	1
ENSG00000106948.16	401	179	393	1439	1072	127
ENSG00000106952.7	0	0	0	0	0	0
ENSG00000106976.20	591	324	754	3173	3356	431
ENSG00000106991.13	0	1	0	822	451	150
ENSG00000106992.17	25	20	24	335	155	87
ENSG00000106993.11	669	872	659	221	277	482
ENSG00000107014.8	0	1	0	0	0	1
ENSG00000107018.7	6	8	13	4	3	3
ENSG00000107020.9	720	990	1096	282	237	314
ENSG00000107021.15	221	151	309	1747	856	610
ENSG00000107036.11	1366	1701	1542	731	878	1762
ENSG00000107077.18	500	527	496	266	319	1352
ENSG00000107099.15	0	0	0	0	3	26
ENSG00000107104.18	516	641	948	2945	4223	10512
ENSG00000107105.14	189	309	283	2954	2855	50
ENSG00000107130.9	771	562	829	3169	2119	1082
ENSG00000107140.15	457	374	418	326	229	251
ENSG00000107147.12	1	0	1	0	0	0
